0.06247339,-0.00833980,-0.00289319,0.770474,-0.599947,-0.215485
0.06338304,-0.00357038,-0.00629131,0.787433,-0.386441,-0.480221
0.06430573,-0.00399754,-0.00404667,0.870079,-0.423730,-0.251825
0.06479052,-0.00339085,-0.00303953,0.910950,-0.367526,-0.187338
0.06277128,0.00104651,-0.00860276,0.853473,-0.037227,-0.519805
0.06565876,0.00006041,-0.00110642,0.979076,-0.076623,-0.188518
0.06046329,-0.00893325,-0.00526634,0.494619,-0.682407,-0.538213
0.05349899,-0.01359640,-0.00290449,0.230054,-0.948803,-0.216442
0.05240537,-0.01307864,-0.00508827,0.253790,-0.758216,-0.600583
0.05471204,-0.01050564,-0.00744475,0.236223,-0.764987,-0.599161
0.05775684,-0.00312747,-0.01187129,0.464244,-0.425150,-0.776998
0.06016203,-0.00119734,-0.01085697,0.494010,-0.089177,-0.864871
0.05601577,-0.00378710,-0.01233383,0.195603,-0.479302,-0.855576
0.05288134,-0.00525348,-0.01210606,0.122391,-0.420630,-0.898939
0.05176063,-0.00036979,-0.01358731,0.104097,-0.074355,-0.991784
0.05759981,-0.00780407,-0.00919744,0.579138,-0.521731,-0.626415
0.05092084,-0.00850669,-0.01063546,-0.001374,-0.619822,-0.784741
0.04113999,-0.00965658,-0.00990446,0.006755,-0.522804,-0.852426
0.04465972,-0.00952800,-0.00995978,-0.015061,-0.559997,-0.828358
0.04737427,-0.01451872,-0.00294278,0.089894,-0.976516,-0.195796
0.04994060,-0.01463602,-0.00111855,0.121899,-0.966208,-0.227117
0.04740309,-0.01264106,-0.00682594,0.122799,-0.779699,-0.613995
0.04442193,-0.01430301,-0.00449077,0.044961,-0.881498,-0.470042
0.04457565,-0.01333541,-0.00626745,0.039504,-0.875906,-0.480863
0.04464496,-0.01538179,0.00082860,0.012326,-0.989421,-0.144547
0.04583168,-0.01475447,-0.00238429,0.061565,-0.978998,-0.194351
0.04610880,-0.01063003,-0.00914753,0.052942,-0.736892,-0.673934
0.04600673,-0.01040781,-0.00939172,0.026752,-0.713859,-0.699779
0.05004849,-0.00582976,-0.01192746,-0.078176,-0.426540,-0.901084
0.04134302,-0.00561215,-0.01172905,-0.016298,-0.322197,-0.946532
0.04340219,-0.00347804,-0.01257990,-0.059361,-0.362762,-0.929989
0.04329874,-0.00175367,-0.01287406,-0.063860,-0.046542,-0.996873
0.04606687,0.00102237,-0.01323632,-0.078585,-0.060876,-0.995047
0.03303698,-0.01036892,-0.00968522,0.017853,-0.556195,-0.830860
0.03988510,-0.01417042,-0.00510589,0.031150,-0.876276,-0.480801
0.03945864,-0.01512298,-0.00186754,0.049589,-0.988312,-0.144153
0.03310049,-0.01560339,0.00060705,0.034212,-0.994356,-0.100429
0.03453699,-0.01545843,-0.00030321,0.043655,-0.992881,-0.110818
0.04017441,-0.00558508,-0.01175274,0.026532,-0.322174,-0.946308
0.03806219,-0.00423509,-0.01226761,0.023969,-0.319163,-0.947397
0.04088941,-0.00143942,-0.01273402,0.026140,-0.047052,-0.998550
0.03283526,-0.00382677,-0.01261114,0.050151,-0.322765,-0.945149
0.03225792,-0.00187892,-0.01301798,0.052178,-0.041530,-0.997774
0.03362864,0.00042198,-0.01303855,0.040702,-0.028179,-0.998774
0.02571625,-0.01092403,-0.00950879,0.020720,-0.573247,-0.819121
0.02179273,-0.01218095,-0.00864426,0.001362,-0.570625,-0.821210
0.02453517,-0.01071761,-0.00966173,-0.001363,-0.573736,-0.819039
